"ID","AREA","NAME","TYPE","SUMMARY","ADDRESS","PAYEX","SERVICETIME","TW97X","TW97Y","TOTALCAR","TOTALMOTOR","lat","lng","formattedAddress"
"10152","板橋區","板橋四維公園地下停車場","1","立體式多目標附建停車場","新北市板橋區陽明街166號1F及B1~B3","小型車計時每小時30元;小型車月租每月4000元;身障車月租每月2000元;機車計次每次10元;機車月租每月300元;","0~24時","296826.9","2768693","315","23",25.025597456746063,121.46400120623963,"220台灣新北市板橋區四維路177巷3弄11號"
"10160","板橋區","宏達經營管理顧問有限公司雙十停車場","2","立體式建築附設停車空間","新北市板橋區雙十路2段157號B2","小型車計時每小時50元;小型車月租每月5000元;","0~24時","297872.8","2768990","95","0",25.02824607462627,121.47437491472726,"220台灣新北市板橋區雙十路二段157號"
"10164","板橋區","亞東技術學院第二停車場","2","平面式臨時路外停車場","新北市板橋區高爾富路亞東醫院旁","小型車計時每小時30元;機車計次每次30元;","0~24時","295831.1","2765561","36","216",24.99735196938754,121.45403023156447,"220台灣新北市板橋區高爾富路"
"10103","板橋區","新北市板橋區華翠橋下A、B、G區停車場","1","平面式多目標附建停車場","新北市板橋區華翠橋下A、B、G區停車場","小型車計時每小時20元;小型車計時每小時30元;小型車月租每月2,300元;小型車月租每月2,700元;機車計次每次10元;機車月租每月100元;","0~24時","298768.5","2768816","149","31",25.026646607843972,121.48324407062877,"220台灣台北市板橋區華翠大橋"
"10104","板橋區","新北市板橋區華翠橋下H、I、K平面停車場","1","立體式-機械多目標附建停車場","新北市板橋區華翠橋下(新北市板橋區富山街至太和街間)","小型車計時每小時30元;小型車計時每小時20元;小型車月租每月2,900元;機車計次每次10元;機車月租每月300元;","0~24時","297825.6","2768129","132","15",25.02047442156001,121.47387737077409,"220台灣新北市板橋區華翠大橋"
"10163","板橋區","板橋果菜批發市場第一停車場","2","立體式多目標附建停車場","新北市板橋區板城路1000號","小型車計時每小時20元;小型車計時每小時30元;機車計次每次10元;","0~24時","295350.6","2768177","258","399",25.020983910451644,121.44935615368084,"220台灣新北市板橋區板城路220號"
"10165","板橋區","板橋果菜批發市場第二停車場","2","平面式都市計畫停車場","新北市板橋區板城路1000號對面","小型車計時每小時20元;小型車月租每月2,700元;小型車月租每月900元;","0~24時","295394","2768094","187","0",25.020233279610594,121.44978344137955,"220台灣新北市板橋區板城路1000號"
"10037","板橋區","富山板橋福利站停車場","2","平面式建築附設停車空間","板橋區文化路一段311-1號","小型車計時每小時100元;小型車月租每月7000元;機車計次每次50元;","0~24時","296933","2768152.5","21","27",25.020714507275052,121.46503412239694,"220台灣新北市板橋區文化路一段311-1號"
"10135","板橋區","潤智停車場","2","平面式臨時路外停車場","新北市板橋區大觀路3段50巷52號旁空地","小型車計時每小時30元;小型車月租每月4000元;","0~24時","293681.5","2765405","143","29",24.996007045155753,121.43273056774869,"220台灣新北市板橋區機車專用道"
"10154","板橋區","臺65高架橋下板橋端停車場","1","平面式多目標附建停車場","新北市板橋區四汴頭抽水站對面","小型車計時每小時20元;小型車月租每月3000元;","0~24時","295090.5","2767951","68","49",25.018951330783143,121.44677163112127,"台灣新北市機慢車專用道"
"10010","板橋區","新埔停車場","1","立體式-塔臺都市計畫停車場","板橋區英士路199號","小型車計時每小時20元;小型車計時每小時30元;小型車月租每月3300元;","0~24時","296237","2768491","280","0",25.0237919181187,121.45814934712469,"220台灣新北市板橋區龍泉街199號"
"10166","板橋區","普廣停車場","2","平面式臨時路外停車場","新北市板橋區民生路3段323號左邊77公尺處","小型車月租每月2500元;","0~24時","296712.4","2769411","29","0",25.032083134922626,121.46289098840573,"220台灣新北市板橋區台64線"
"10131","板橋區","新北市立圖書館地下停車場","1","立體式建築附設停車空間","新北市板橋區貴興路139號B1~B3","小型車計時每小時30元;小型車月租每月4000元;小型車月租每月2000元;機車計次每次10元;機車月租每月200元;","0~24時","295902.8","2766068","228","278",25.00192704545543,121.45475736429552,"220台灣新北市板橋區南雅南路二段11-14號"
"10122","板橋區","便利停車場新巨蛋站","2","立體式建築附設停車空間","新北市板橋區文化路一段360號B2","小型車計時每小時50元;小型車月租每月6000元;機車計時每次10元;機車月租每月1500元;","0~24時","297305.7","2768480","54","100",25.02365959778012,121.4687381404037,"220台灣新北市板橋區新巨蛋A棟"
"10109","板橋區","便利停車場板橋站","2","立體式建築附設停車空間","新北市板橋區南門街61號B2-B3","小型車計時每小時50元;小型車月租每月5000元;","0~24時","296159.1","2766789","37","0",25.008428512603874,121.45732055497744,"220台灣新北市板橋區南門街45號"
"10126","板橋區","亞東醫院停車場","2","立體式建築附設停車空間","新北市板橋區高爾富路300號1F~3F及B2-B4","小型車計時每小時100元;小型車月租每月6000元;機車計次每次60元;機車月租每月800元;","0~24時","295756.3","2765843","440","839",24.999900153282518,121.45329857663059,"220台灣新北市板橋區南雅南路二段13-2號"
"10168","板橋區","都匯中心地下停車場","2","立體式建築附設停車空間","新北市板橋區中山路2段443巷77號B2、B3","小型車計時每小時30元;小型車月租每月4000元;","0~24時","298524.4","2768399","83","0",25.022889761430424,121.48081069808188,"220台灣新北市板橋區中山路二段443巷57-61號"
"10051","板橋區","新北市政府體育處板橋場區體育館平面停車場","2","立體式多目標附建停車場","板橋區中正路8號","機車月租1000元;機車計時每小時20元;機車計次每次50元;","0~24時","296093","2767388","87","0",25.013838345427583,121.45668568582609,"220台灣新北市板橋區中正路10號"
"10167","板橋區","龍山寺板橋文化廣場停車場","2","立體式建築附設停車空間","新北市板橋區文化路2段242號B1~B3","小型車月租每月6000元;小型車月租每月5000元;","0~24時","297520.9","2768948","91","0",25.027877984257785,121.47088655895278,"220台灣新北市板橋區內山公路242號"
