"ID","AREA","NAME","TYPE","SUMMARY","ADDRESS","PAYEX","SERVICETIME","TW97X","TW97Y","TOTALCAR","TOTALMOTOR","lat","lng","formattedAddress"
"10013","板橋區","市民廣場地下停車場","1","立體式都市計畫停車場","新北市板橋區縣民大道二段22號B1-B3","小型車計時每小時30元;小型車月租每月3600元;機車計時每小時10元;機車月租每月200元;","0~24時","296913","2767352","841","1797",25.01348816215267,121.46480874720008,"220台灣新北市板橋區縣民大道二段22號"
"10151","板橋區","華江停車場","2","平面式臨時路外停車場","新北市板橋區長江路3段5-1號後方空地","小型車計時每小時60元;小型車月租每月5000元;","0~24時","297559.3","2769669","171","0",25.034385993855704,121.47129192091019,"220台灣新北市板橋區華江一路"
"10125","板橋區","國光1站、國光2站","1","平面式臨時路外停車場","新北市板橋區國光路與國光路49巷交叉處旁空地","小型車計時每小時30元;小型車月租每月4000元;","0~24時","296350.7","2767838","47","10",25.017893114682774,121.4592540044037,"220台灣新北市板橋區復興街75號"
"10123","板橋區","市立殯儀館停車場","1","平面式多目標附建停車場","新北市板橋區中正路560號","小型車計時每小時30元;小型車月租每月3000元;機車免費免費;","0~24時","296079.3","2769008","70","223",25.028464234135075,121.45660405167617,"220台灣新北市板橋區中正路560號"
"10024","板橋區","華東停車場","1","平面式臨時路外停車場","新北市板橋區南雅南路2段144巷88號對面空地","小型車月租每月2400元;小型車計時每小時20元;","0~24時","295418","2765387","238","29",24.995793511471344,121.44993219608696,"220台灣新北市板橋區華東街86號"
"10155","板橋區","嘟嘟房板橋中正站停車場","2","平面式臨時路外停車場","新北市板橋區中正路與新月一街交叉口","小型車計時每小時50元;小型車月租每月5000元;","0~24時","295850.7","2768690","52","0",25.025600250661082,121.45432831875628,"220台灣新北市板橋區新月一街"
"10011","板橋區","板橋區重慶公園地下停車場","1","立體式多目標附建停車場","新北市板橋區重慶路265號B1、B2","小型車計時每小時30元;小型車月租每月3400元;小型車月租每月2700元;身障車月租每月2500元;機車免費免費;","0~24時","296843.5","2765846","287","30",24.99989402881846,121.4640690784589,"220台灣新北市板橋區重慶路295巷21號"
"10082","板橋區","亞東第一停車場","2","立體式多目標附建停車場","新北市板橋區南雅南路2段25號B1、B2","小型車計時每小時30元;小型車計時每小時10元;小型車月租每月3000元;機車計次每次30元;","0~24時","295673","2765528","193","1228",24.997058813483463,121.45246294610136,"220台灣新北市板橋區南雅南路二段21號"
"10159","板橋區","河美停車場","2","平面式臨時路外停車場","新北市板橋區華江六路鄰近長江路2段溪頭街口對面","小型車月租每月2700元;","0~24時","297531.5","2769583","36","0",25.03361045621178,121.47101347777904,"220台灣新北市板橋區長江路二段311巷6號"
"10020","板橋區","新北市萬板大橋停車場","1","立體式-機械多目標附建停車場","萬板大橋板橋端至14號橋墩下方空間(不含道路、19號橋墩至20號橋墩間龍翠聯合活動中心、20號橋墩至22號橋墩間新北市溪南計程車司機服務中心)","小型車計時每小時20元;小型車計時每小時30元;小型車月租每月3300元;","0~24時","298807","2768946.5","389","179",25.02782352462746,121.48363017169598,"220台灣新北市板橋區萬板大橋"
